	Unnamed: 0	Unnamed: 0.1	LABEL	SENTENCE	WORDS	SINGLE
1342	1342	1343	闲聊#时间	3点钟	3 点钟	3 点 钟
1343	1343	1344	闲聊#时间	一分钟有多少秒	一分钟 有 多少 秒	一 分 钟 有 多 少 秒
1344	1344	1345	闲聊#时间	一天	一天	一 天
1345	1345	1346	闲聊#时间	一天有多长	一天 有 多长	一 天 有 多 长
1346	1346	1347	闲聊#时间	下午两点半	下午 两点 半	下 午 两 点 半
1347	1347	1348	闲聊#时间	不知道现在几点	不 知道 现在 几点	不 知 道 现 在 几 点
1348	1348	1349	闲聊#时间	两个小时后过来	两个 小时 后 过来	两 个 小 时 后 过 来
1349	1349	1350	闲聊#时间	两分钟	两分钟	两 分 钟
1350	1350	1351	闲聊#时间	中午什么时候	中午 什么 时候	中 午 什 么 时 候
1351	1351	1352	闲聊#时间	中午就可以	中午 就 可以	中 午 就 可 以
1352	1352	1353	闲聊#时间	什么时候	什么 时候	什 么 时 候
1353	1353	1354	闲聊#时间	今天多少号	今天 多少 号	今 天 多 少 号
1354	1354	1355	闲聊#时间	今天多少号来着	今天 多少 号 来 着	今 天 多 少 号 来 着
1355	1355	1356	闲聊#时间	今天星期几来着	今天 星期 几来 着	今 天 星 期 几 来 着
1356	1356	1357	闲聊#时间	今天是星期二吗	今天 是 星期二 吗	今 天 是 星 期 二 吗
1357	1357	1358	闲聊#时间	今天是星期几	今天 是 星期 几	今 天 是 星 期 几
1358	1358	1359	闲聊#时间	今天离5月1日还有多少天	今天 离 5 月 1 日 还有 多少 天	今 天 离 5 月 1 日 还 有 多 少 天
1359	1359	1360	闲聊#时间	今天离下周末还有多少天	今天 离下 周末 还有 多少 天	今 天 离 下 周 末 还 有 多 少 天
1360	1360	1361	闲聊#时间	今天离放暑假还有多少天	今天 离 放暑假 还有 多少 天	今 天 离 放 暑 假 还 有 多 少 天
1361	1361	1362	闲聊#时间	今年是闰年	今年 是 闰年	今 年 是 闰 年
1362	1362	1363	闲聊#时间	今年的2月没有第29天	今年 的 2 月 没有 第 29 天	今 年 的 2 月 没 有 第 2 9 天
1363	1363	1364	闲聊#时间	今年的国庆节是周末吗	今年 的 国庆节 是 周末 吗	今 年 的 国 庆 节 是 周 末 吗
1364	1364	1365	闲聊#时间	今年的清明节是几号	今年 的 清明节 是 几号	今 年 的 清 明 节 是 几 号
1365	1365	1366	闲聊#时间	你什么时候才可以	你 什么 时候 才 可以	你 什 么 时 候 才 可 以
1366	1366	1367	闲聊#时间	你懂得什么叫时间吗	你 懂得 什么 叫 时间 吗	你 懂 得 什 么 叫 时 间 吗
1367	1367	1368	闲聊#时间	你知不知道什么叫时间	你 知不知道 什么 叫 时间	你 知 不 知 道 什 么 叫 时 间
1368	1368	1369	闲聊#时间	你知不知道现在几点了	你 知不知道 现在 几点 了	你 知 不 知 道 现 在 几 点 了
1369	1369	1370	闲聊#时间	你知道一个小时有多少分钟吗	你 知道 一个 小时 有 多少 分钟 吗	你 知 道 一 个 小 时 有 多 少 分 钟 吗
1370	1370	1371	闲聊#时间	你知道一个小时有多少秒吗	你 知道 一个 小时 有 多少 秒 吗	你 知 道 一 个 小 时 有 多 少 秒 吗
1371	1371	1372	闲聊#时间	你知道现在是什么时候吗	你 知道 现在 是 什么 时候 吗	你 知 道 现 在 是 什 么 时 候 吗
1372	1372	1373	闲聊#时间	你知道现在是几点吗	你 知道 现在 是 几点 吗	你 知 道 现 在 是 几 点 吗
1373	1373	1374	闲聊#时间	凌晨几点	凌晨 几点	凌 晨 几 点
1374	1374	1375	闲聊#时间	几点现在	几点 现在	几 点 现 在
1375	1375	1376	闲聊#时间	去年的重阳节是多少号	去年 的 重阳节 是 多少 号	去 年 的 重 阳 节 是 多 少 号
1376	1376	1377	闲聊#时间	后天才是1号	后 天才 是 1 号	后 天 才 是 1 号
1377	1377	1378	闲聊#时间	周末就快来了	周末 就 快 来 了	周 末 就 快 来 了
1378	1378	1379	闲聊#时间	多少分钟	多少 分钟	多 少 分 钟
1379	1379	1380	闲聊#时间	大概什么时候	大概 什么 时候	大 概 什 么 时 候
1380	1380	1381	闲聊#时间	大概几点	大概 几点	大 概 几 点
1381	1381	1382	闲聊#时间	大概多少秒	大概 多少 秒	大 概 多 少 秒
1382	1382	1383	闲聊#时间	大概还有几天	大概 还有 几天	大 概 还 有 几 天
1383	1383	1384	闲聊#时间	大概还有半分钟	大概 还有 半分钟	大 概 还 有 半 分 钟
1384	1384	1385	闲聊#时间	我想问一下现在的准确时间是多少	我 想 问 一下 现在 的 准确 时间 是 多少	我 想 问 一 下 现 在 的 准 确 时 间 是 多 少
1385	1385	1386	闲聊#时间	早上7点	早上 7 点	早 上 7 点
1386	1386	1387	闲聊#时间	明天几点	明天 几点	明 天 几 点
1387	1387	1388	闲聊#时间	明天是几号	明天 是 几号	明 天 是 几 号
1388	1388	1389	闲聊#时间	明天是多少号	明天 是 多少 号	明 天 是 多 少 号
1389	1389	1390	闲聊#时间	明天是星期六了吗	明天 是 星期六 了 吗	明 天 是 星 期 六 了 吗
1390	1390	1391	闲聊#时间	明天是星期几	明天 是 星期 几	明 天 是 星 期 几
1391	1391	1392	闲聊#时间	明天是星期天	明天 是 星期天	明 天 是 星 期 天
1392	1392	1393	闲聊#时间	明年不是平年	明年 不是 平 年	明 年 不 是 平 年
1393	1393	1394	闲聊#时间	明年的五一劳动节是不是在星期三那天	明年 的 五一劳动节 是不是 在 星期三 那天	明 年 的 五 一 劳 动 节 是 不 是 在 星 期 三 那 天
1394	1394	1395	闲聊#时间	晚上九点半	晚上 九点半	晚 上 九 点 半
1395	1395	1396	闲聊#时间	晚上吗	晚上 吗	晚 上 吗
1396	1396	1397	闲聊#时间	现在时间是多少	现在 时间 是 多少	现 在 时 间 是 多 少
1397	1397	1398	闲聊#时间	现在是什么时候	现在 是 什么 时候	现 在 是 什 么 时 候
1398	1398	1399	闲聊#时间	现在是什么时间	现在 是 什么 时间	现 在 是 什 么 时 间
1399	1399	1400	闲聊#时间	请问现在几点了	请问 现在 几点 了	请 问 现 在 几 点 了
1400	1400	1401	闲聊#时间	距离周末还有两天时间	距离 周末 还有 两天 时间	距 离 周 末 还 有 两 天 时 间
1401	1401	1402	闲聊#时间	过几个星期吧	过 几个 星期 吧	过 几 个 星 期 吧
1402	1402	1403	闲聊#时间	还剩下多少分钟	还 剩下 多少 分钟	还 剩 下 多 少 分 钟
1403	1403	1404	闲聊#时间	还剩下多少时间	还 剩下 多少 时间	还 剩 下 多 少 时 间
1404	1404	1405	闲聊#时间	还有几个小时到中午	还有 几个 小时 到 中午	还 有 几 个 小 时 到 中 午
1405	1405	1406	闲聊#时间	还有多少个小时	还有 多少 个 小时	还 有 多 少 个 小 时
1406	1406	1407	闲聊#时间	还有多少个小时到中午	还有 多少 个 小时 到 中午	还 有 多 少 个 小 时 到 中 午
1407	1407	1408	闲聊#时间	还有多少分钟	还有 多少 分钟	还 有 多 少 分 钟
1408	1408	1409	闲聊#时间	还有多少秒	还有 多少 秒	还 有 多 少 秒
1409	1409	1410	闲聊#时间	这个月有31号	这个 月 有 31 号	这 个 月 有 3 1 号
1410	1410	1411	闲聊#时间	﻿现在是几点啊	﻿ 现在 是 几点 啊	﻿ 现 在 是 几 点 啊
1411	1411	1412	闲聊#身份信息	今天充电了么机器人	今天 充电 了 么 机器人	今 天 充 电 了 么 机 器 人
1412	1412	1413	闲聊#身份信息	今年你多少岁了	今年 你 多少岁 了	今 年 你 多 少 岁 了
1413	1413	1414	闲聊#身份信息	你二十四小时在线吗	你 二十四 小时 在线 吗	你 二 十 四 小 时 在 线 吗
1414	1414	1415	闲聊#身份信息	你会不会生锈	你 会 不会 生锈	你 会 不 会 生 锈
1415	1415	1416	闲聊#身份信息	你会不会讲故事啊	你 会 不会 讲故事 啊	你 会 不 会 讲 故 事 啊
1416	1416	1417	闲聊#身份信息	你会做算术吗	你 会 做 算术 吗	你 会 做 算 术 吗
1417	1417	1418	闲聊#身份信息	你会唱歌跳舞吗	你 会 唱歌跳舞 吗	你 会 唱 歌 跳 舞 吗
1418	1418	1419	闲聊#身份信息	你会帮我做作业吗	你 会 帮 我 做作业 吗	你 会 帮 我 做 作 业 吗
1419	1419	1420	闲聊#身份信息	你会干什么	你 会 干什么	你 会 干 什 么
1420	1420	1421	闲聊#身份信息	你会攻击人类吗	你 会 攻击 人类 吗	你 会 攻 击 人 类 吗
1421	1421	1422	闲聊#身份信息	你会独立思考吗	你 会 独立思考 吗	你 会 独 立 思 考 吗
1422	1422	1423	闲聊#身份信息	你会背诗吗	你 会 背 诗 吗	你 会 背 诗 吗
1423	1423	1424	闲聊#身份信息	你会讲故事吗	你 会 讲故事 吗	你 会 讲 故 事 吗
1424	1424	1425	闲聊#身份信息	你会说什么话	你 会 说 什么 话	你 会 说 什 么 话
1425	1425	1426	闲聊#身份信息	你几岁啦	你 几岁 啦	你 几 岁 啦
1426	1426	1427	闲聊#身份信息	你单身吗	你 单身 吗	你 单 身 吗
1427	1427	1428	闲聊#身份信息	你叫什么	你 叫 什么	你 叫 什 么
1428	1428	1429	闲聊#身份信息	你叫什么名字	你 叫 什么 名字	你 叫 什 么 名 字
1429	1429	1430	闲聊#身份信息	你叫什么名字呀	你 叫 什么 名字 呀	你 叫 什 么 名 字 呀
1430	1430	1431	闲聊#身份信息	你可以像人一样走路吗	你 可以 像 人 一样 走路 吗	你 可 以 像 人 一 样 走 路 吗
1431	1431	1432	闲聊#身份信息	你可以帮人类做家务吗	你 可以 帮 人类 做 家务 吗	你 可 以 帮 人 类 做 家 务 吗
1432	1432	1433	闲聊#身份信息	你可以帮我倒杯水吗	你 可以 帮 我 倒杯水 吗	你 可 以 帮 我 倒 杯 水 吗
1433	1433	1434	闲聊#身份信息	你妈妈是谁	你 妈妈 是 谁	你 妈 妈 是 谁
1434	1434	1435	闲聊#身份信息	你姓什么	你 姓 什么	你 姓 什 么
1435	1435	1436	闲聊#身份信息	你姓什么哦	你 姓 什么 哦	你 姓 什 么 哦
1436	1436	1437	闲聊#身份信息	你姓什么啊	你 姓 什么 啊	你 姓 什 么 啊
1437	1437	1438	闲聊#身份信息	你姓什么的	你 姓 什么 的	你 姓 什 么 的
1438	1438	1439	闲聊#身份信息	你家庭成员有几个啊	你 家庭成员 有 几个 啊	你 家 庭 成 员 有 几 个 啊
1439	1439	1440	闲聊#身份信息	你属于哪个国籍的	你 属于 哪个 国籍 的	你 属 于 哪 个 国 籍 的
1440	1440	1441	闲聊#身份信息	你是不是机器人	你 是不是 机器人	你 是 不 是 机 器 人
1441	1441	1442	闲聊#身份信息	你是中国人吗	你 是 中国 人 吗	你 是 中 国 人 吗
1442	1442	1443	闲聊#身份信息	你是人类还是机器人	你 是 人类 还是 机器人	你 是 人 类 还 是 机 器 人
1443	1443	1444	闲聊#身份信息	你是什么时候出生的	你 是 什么 时候 出生 的	你 是 什 么 时 候 出 生 的
1444	1444	1445	闲聊#身份信息	你是从哪里来的	你 是从 哪里 来 的	你 是 从 哪 里 来 的
1445	1445	1446	闲聊#身份信息	你是动漫迷吗	你 是 动漫 迷 吗	你 是 动 漫 迷 吗
1446	1446	1447	闲聊#身份信息	你是叫机器人吗	你 是 叫 机器人 吗	你 是 叫 机 器 人 吗
1447	1447	1448	闲聊#身份信息	你是哪个公司开发的	你 是 哪个 公司 开发 的	你 是 哪 个 公 司 开 发 的
1448	1448	1449	闲聊#身份信息	你是哪个国家的人	你 是 哪个 国家 的 人	你 是 哪 个 国 家 的 人
1449	1449	1450	闲聊#身份信息	你是土豪吗	你 是 土豪 吗	你 是 土 豪 吗
1450	1450	1451	闲聊#身份信息	你是女的	你 是 女 的	你 是 女 的
1451	1451	1452	闲聊#身份信息	你是女的吗	你 是 女 的 吗	你 是 女 的 吗
1452	1452	1453	闲聊#身份信息	你是女的吧	你 是 女 的 吧	你 是 女 的 吧
1453	1453	1454	闲聊#身份信息	你是好人还是坏人	你 是 好人 还是 坏人	你 是 好 人 还 是 坏 人
1454	1454	1455	闲聊#身份信息	你是宅男吗	你 是 宅 男 吗	你 是 宅 男 吗
1455	1455	1456	闲聊#身份信息	你是机器人吧	你 是 机器人 吧	你 是 机 器 人 吧
1456	1456	1457	闲聊#身份信息	你是男生吗	你 是 男生 吗	你 是 男 生 吗
1457	1457	1458	闲聊#身份信息	你是男的	你 是 男 的	你 是 男 的
1458	1458	1459	闲聊#身份信息	你是男的吗	你 是 男 的 吗	你 是 男 的 吗
1459	1459	1460	闲聊#身份信息	你是男的吧	你 是 男 的 吧	你 是 男 的 吧
1460	1460	1461	闲聊#身份信息	你是男的还是女的	你 是 男 的 还是 女 的	你 是 男 的 还 是 女 的
1461	1461	1462	闲聊#身份信息	你是程序员吗	你 是 程序员 吗	你 是 程 序 员 吗
1462	1462	1463	闲聊#身份信息	你是绅士吗	你 是 绅士 吗	你 是 绅 士 吗
1463	1463	1464	闲聊#身份信息	你有什么爱好	你 有 什么 爱好	你 有 什 么 爱 好
1464	1464	1465	闲聊#身份信息	你有什么目标	你 有 什么 目标	你 有 什 么 目 标
1465	1465	1466	闲聊#身份信息	你有女朋友吗	你 有 女朋友 吗	你 有 女 朋 友 吗
1466	1466	1467	闲聊#身份信息	你有没有兄弟姐妹	你 有没有 兄弟姐妹	你 有 没 有 兄 弟 姐 妹
1467	1467	1468	闲聊#身份信息	你有没有生命啊	你 有没有 生命 啊	你 有 没 有 生 命 啊
1468	1468	1469	闲聊#身份信息	你有没有职业	你 有没有 职业	你 有 没 有 职 业
1469	1469	1470	闲聊#身份信息	你有男朋友吗	你 有 男朋友 吗	你 有 男 朋 友 吗
1470	1470	1471	闲聊#身份信息	你有编号吗	你 有 编号 吗	你 有 编 号 吗
1471	1471	1472	闲聊#身份信息	你有肌肉吗	你 有 肌肉 吗	你 有 肌 肉 吗
1472	1472	1473	闲聊#身份信息	你有身份证吗	你 有 身份证 吗	你 有 身 份 证 吗
1473	1473	1474	闲聊#身份信息	你爸爸是谁	你 爸爸 是 谁	你 爸 爸 是 谁
1474	1474	1475	闲聊#身份信息	你现在几岁啦	你 现在 几岁 啦	你 现 在 几 岁 啦
1475	1475	1476	闲聊#身份信息	你的三围是多少	你 的 三围 是 多少	你 的 三 围 是 多 少
1476	1476	1477	闲聊#身份信息	你的体重是多少啊	你 的 体重 是 多少 啊	你 的 体 重 是 多 少 啊
1477	1477	1478	闲聊#身份信息	你的出生地在哪	你 的 出生地 在 哪	你 的 出 生 地 在 哪
1478	1478	1479	闲聊#身份信息	你的创造者是谁	你 的 创造者 是 谁	你 的 创 造 者 是 谁
1479	1479	1480	闲聊#身份信息	你的力气有多大啊	你 的 力气 有 多 大 啊	你 的 力 气 有 多 大 啊
1480	1480	1481	闲聊#身份信息	你的名字是什么	你 的 名字 是 什么	你 的 名 字 是 什 么
1481	1481	1482	闲聊#身份信息	你的年龄是多少	你 的 年龄 是 多少	你 的 年 龄 是 多 少
1482	1482	1483	闲聊#身份信息	你的开发者是谁	你 的 开发者 是 谁	你 的 开 发 者 是 谁
1483	1483	1484	闲聊#身份信息	你的性别是什么	你 的 性别 是 什么	你 的 性 别 是 什 么
1484	1484	1485	闲聊#身份信息	你的手臂有什么用	你 的 手臂 有 什么 用	你 的 手 臂 有 什 么 用
1485	1485	1486	闲聊#身份信息	你的特长是什么	你 的 特长 是 什么	你 的 特 长 是 什 么
1486	1486	1487	闲聊#身份信息	你的理想是什么啊	你 的 理想 是 什么 啊	你 的 理 想 是 什 么 啊
1487	1487	1488	闲聊#身份信息	你的生日是什么时候	你 的 生日 是 什么 时候	你 的 生 日 是 什 么 时 候
1488	1488	1489	闲聊#身份信息	你的职业是什么	你 的 职业 是 什么	你 的 职 业 是 什 么
1489	1489	1490	闲聊#身份信息	你的职业是服务人类吗	你 的 职业 是 服务 人类 吗	你 的 职 业 是 服 务 人 类 吗
1490	1490	1491	闲聊#身份信息	你的联系方式是什么啊	你 的 联系方式 是 什么 啊	你 的 联 系 方 式 是 什 么 啊
1491	1491	1492	闲聊#身份信息	你的脚多大啊	你 的 脚 多 大 啊	你 的 脚 多 大 啊
1492	1492	1493	闲聊#身份信息	你的身高是多高啊	你 的 身高 是 多 高 啊	你 的 身 高 是 多 高 啊
1493	1493	1494	闲聊#身份信息	你结婚了吗	你 结婚 了 吗	你 结 婚 了 吗
1494	1494	1495	闲聊#身份信息	你能做些啥	你 能 做些 啥	你 能 做 些 啥
1495	1495	1496	闲聊#身份信息	你能像我一样走路吗	你 能 像 我 一样 走路 吗	你 能 像 我 一 样 走 路 吗
1496	1496	1497	闲聊#身份信息	你能听懂我说的话吗	你 能 听懂 我 说 的话 吗	你 能 听 懂 我 说 的 话 吗
1497	1497	1498	闲聊#身份信息	你能服务好人类吗	你 能 服务 好 人类 吗	你 能 服 务 好 人 类 吗
1498	1498	1499	闲聊#身份信息	你能看得到我吗	你 能 看 得到 我 吗	你 能 看 得 到 我 吗
1499	1499	1500	闲聊#身份信息	你能跟我交流吗	你 能 跟 我 交流 吗	你 能 跟 我 交 流 吗
1500	1500	1501	闲聊#身份信息	你都有哪些功能	你 都 有 哪些 功能	你 都 有 哪 些 功 能
1501	1501	1502	闲聊#身份信息	你都知道些什么知识啊	你 都 知道 些 什么 知识 啊	你 都 知 道 些 什 么 知 识 啊
1502	1502	1503	闲聊#身份信息	你都能做些什么	你 都 能 做些 什么	你 都 能 做 些 什 么
1503	1503	1504	闲聊#身份信息	你都能做些啥	你 都 能 做些 啥	你 都 能 做 些 啥
1504	1504	1505	闲聊#身份信息	你需要消耗什么能源	你 需要 消耗 什么 能源	你 需 要 消 耗 什 么 能 源
1505	1505	1506	闲聊#身份信息	可以告诉我你的编号吗	可以 告诉 我 你 的 编号 吗	可 以 告 诉 我 你 的 编 号 吗
1506	1506	1507	闲聊#身份信息	告诉我，你是不是机器人	告诉 我 ， 你 是不是 机器人	告 诉 我 ， 你 是 不 是 机 器 人
1507	1507	1508	闲聊#身份信息	快告诉我，你真的是好人吗	快 告诉 我 ， 你 真的 是 好人 吗	快 告 诉 我 ， 你 真 的 是 好 人 吗
